Collection,Set,Location,Date,Gear,Time,Duration,Tide,WindSpeed,WindDirection,CloudCover,AirTemp,WaterTemp,Salinity,DO,StartDepth,EndDepth,Remarks,Species,SpNo,ND_Tag,FL,TL,SL,Sex,Maturity,Disposition,Comments,Lat_DECIMAL,Long_DECIMAL,Loc_Desc
20160131,1,BB-FFC,7/19/2016,large gillnet (index),8:06,30,early ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,blacktip shark,1,B25055,931,1177,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160131,1,BB-FFC,7/19/2016,large gillnet (index),8:06,30,early ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,bluefish,1,,213,,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160132,2,BB-FFC,7/19/2016,large gillnet (index),8:51,31,early ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,1,59842,468,592,,M,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160132,2,BB-FFC,7/19/2016,large gillnet (index),8:51,31,early ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,blacktip shark,1,59841,519,655,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160132,2,BB-FFC,7/19/2016,large gillnet (index),8:51,31,early ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,Atlantic sharpnose shark,2,,262,324,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160133,3,BB-FFC,7/19/2016,large gillnet (index),9:31,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,1,59843,455,567,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160133,3,BB-FFC,7/19/2016,large gillnet (index),9:31,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,2,59844,462,586,,F,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160133,3,BB-FFC,7/19/2016,large gillnet (index),9:31,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,Atlantic sharpnose shark,1,,329,406,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160133,3,BB-FFC,7/19/2016,large gillnet (index),9:31,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,Atlantic sharpnose shark,2,,329,407,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160133,3,BB-FFC,7/19/2016,large gillnet (index),9:31,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,southern stingray,1,,,502,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160133,3,BB-FFC,7/19/2016,large gillnet (index),9:31,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,lookdown,1,,,,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160133,3,BB-FFC,7/19/2016,large gillnet (index),9:31,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,whiting,1,,,251,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160133,3,BB-FFC,7/19/2016,large gillnet (index),9:31,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,whiting,2,,,251,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160134,4,BB-FFC,7/19/2016,large gillnet (index),10:18,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,1,59845,485,611,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160134,4,BB-FFC,7/19/2016,large gillnet (index),10:18,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,blacktip shark,1,B25058,1024,1298,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160134,4,BB-FFC,7/19/2016,large gillnet (index),10:18,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,Atlantic sharpnose shark,1,,314,391,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160134,4,BB-FFC,7/19/2016,large gillnet (index),10:18,30,mid ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,horseshoe crab,1,,,315,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,1,,445,556,,M,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,2,,476,603,,M,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,4,,488,616,,M,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,5,59846,1082,1361,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,blacktip shark,1,B25059,962,1202,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,blacktip shark,3,B25060,1043,1307,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,Atlantic sharpnose shark,1,,305,377,,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,Atlantic sharpnose shark,2,,292,363,,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,bonnethead,1,,507,643,,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,whiting,1,,,257,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160135,5,BB-FFC,7/19/2016,large gillnet (index),11:03,30,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,whiting,2,,,251,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,1,59847,996,1362,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,2,59848,458,576,,M,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,3,,424,534,,F,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,4,,483,611,,M,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,blacktip shark,1,,554,697,497,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,lookdown,1,,,,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,spotted seatrout,1,,,273,,,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,whiting,1,,,200,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160136,6,BB-FFC,7/19/2016,large gillnet (index),11:59,26,late ebb,10,SW,10.00%,28,29.2,32,5.2,9,9,,whiting,2,,,288,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160137,7,BB-FFC,7/19/2016,large gillnet (index),12:40,30,low,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,1,59849,482,602,,F,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160137,7,BB-FFC,7/19/2016,large gillnet (index),12:40,30,low,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,2,,441,557,,M,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160137,7,BB-FFC,7/19/2016,large gillnet (index),12:40,30,low,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,3,59851,472,587,,F,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160137,7,BB-FFC,7/19/2016,large gillnet (index),12:40,30,low,10,SW,10.00%,28,29.2,32,5.2,9,9,,finetooth shark,4,,943,1193,852,M,immature,sacrificed,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160137,7,BB-FFC,7/19/2016,large gillnet (index),12:40,30,low,10,SW,10.00%,28,29.2,32,5.2,9,9,,blacktip shark,1,,861,1096,777,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160137,7,BB-FFC,7/19/2016,large gillnet (index),12:40,30,low,10,SW,10.00%,28,29.2,32,5.2,9,9,,blacktip shark,2,B25061,1011,1280,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160253,1,BB-1,8/16/2016,random gillnet,9:00,38,mid ebb,5,SW,20.00%,30,30.7,31.8,5,4,,,finetooth shark,1,59999,478,604,,F,,tagged and released,,32.9427,-79.6126,Bulls Bay-south
20160253,1,BB-1,8/16/2016,random gillnet,9:00,38,mid ebb,5,SW,20.00%,30,30.7,31.8,5,4,,,Atlantic sharpnose shark,1,,334,414,,F,,released untagged,,32.9427,-79.6126,Bulls Bay-south
20160254,2,BB-14,8/16/2016,random gillnet,9:28,39,mid ebb,5,SW,20.00%,30,30.6,31.8,5.8,6,,,finetooth shark,1,62000,508,642,,F,,tagged and released,,32.9422,-79.5953,Bulls Bay-south
20160254,2,BB-14,8/16/2016,random gillnet,9:28,39,mid ebb,5,SW,20.00%,30,30.6,31.8,5.8,6,,,finetooth shark,2,62001,1065,1334,,F,,tagged and released,,32.9422,-79.5953,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,1,62002,500,632,,F,,tagged and released,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,2,,514,643,,F,,DOA,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,3,,511,643,,F,,DOA,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,4,62004,508,640,,M,,tagged and released,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,5,62005,480,606,,M,,tagged and released,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,6,,500,632,,F,,DOA,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,7,,515,657,,M,,released untagged,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,8,62006,505,634,,F,,tagged and released,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,finetooth shark,9,,535,676,,F,,DOA,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,blacktip shark,1,,549,689,,F,,DOA,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,bonnethead,1,62003,881,1092,,F,,tagged and released,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,spadefish,1,,,169,,,,released untagged,,32.9387,-79.6042,Bulls Bay-south
20160255,3,BB-7,8/16/2016,random gillnet,9:52,50,late ebb,5,SW,20.00%,30,31,31.8,5.3,8,,,southern flounder,1,,,322,,,,released untagged,,32.9387,-79.6042,Bulls Bay-south
20160256,4,BB-32,8/16/2016,random gillnet,10:31,61,late ebb,5,SW,20.00%,31,30.8,31.9,6.4,10,,,finetooth shark,1,,820,1041,734,F,,DOA,,32.9413,-79.5673,Bulls Bay-south
20160257,5,BB-53,8/16/2016,random gillnet,11:26,65,late ebb,5,SW,20.00%,31,31,31.9,6.3,7,,,Atlantic sharpnose shark,1,,358,447,,F,,released untagged,,32.9401,-79.5537,Bulls Bay-south
20160258,6,BB-84,8/16/2016,random gillnet,12:18,51,late ebb,5,SW,20.00%,32,31.6,31.3,6.3,6,,,finetooth shark,3,62009,1220,1535,,F,,tagged and released,,32.9668,-79.5346,Bulls Bay-mid
20160258,6,BB-84,8/16/2016,random gillnet,12:18,51,late ebb,5,SW,20.00%,32,31.6,31.3,6.3,6,,,Atlantic sharpnose shark,1,,384,474,,F,,released untagged,,32.9668,-79.5346,Bulls Bay-mid
20160258,6,BB-84,8/16/2016,random gillnet,12:18,51,late ebb,5,SW,20.00%,32,31.6,31.3,6.3,6,,,Atlantic sharpnose shark,2,,382,466,,M,,DOA,,32.9668,-79.5346,Bulls Bay-mid
20160258,6,BB-84,8/16/2016,random gillnet,12:18,51,late ebb,5,SW,20.00%,32,31.6,31.3,6.3,6,,,bonnethead,2,62008,520,663,,M,,tagged and released,,32.9668,-79.5346,Bulls Bay-mid
20160259,7,BB-100,8/16/2016,random gillnet,13:02,32,low,5,SW,20.00%,33,31.3,31.6,6.9,6,,,no catch,1,,,,,,,,,32.9704,-79.5260,Bulls Bay-mid
20160260,8,BB-113,8/16/2016,random gillnet,13:30,45,low,5,SW,20.00%,31,31.3,31.3,7,7,,,finetooth shark,1,62010,1115,1396,,M,,tagged and released,,32.9742,-79.5216,Bulls Bay-mid
20160260,8,BB-113,8/16/2016,random gillnet,13:30,45,low,5,SW,20.00%,31,31.3,31.3,7,7,,,finetooth shark,2,62011,1059,1327,,F,,tagged and released,,32.9742,-79.5216,Bulls Bay-mid
20160260,8,BB-113,8/16/2016,random gillnet,13:30,45,low,5,SW,20.00%,31,31.3,31.3,7,7,,,bonnethead,2,62012,945,1174,,F,,tagged and released,,32.9742,-79.5216,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,finetooth shark,3,,495,623,,M,,released untagged,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,Atlantic sharpnose shark,1,,380,468,,M,,released untagged,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,Atlantic sharpnose shark,2,,433,540,,M,,DOA,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,bonnethead,1,,532,672,,M,,DOA,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,bonnethead,4,,549,682,,M,,released untagged,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,bonnethead,5,,508,602,,M,,released untagged,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,bonnethead,6,62014,551,705,,M,,tagged and released,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,bonnethead,7,,541,682,,M,,DOA,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,bonnethead,8,,571,732,,F,,DOA,,32.9922,-79.5299,Bulls Bay-mid
20160261,9,BB-91,8/16/2016,random gillnet,14:00,52,early flood,5,SW,20.00%,32,31.7,29.3,5.5,4,,,southern stingray,1,,,450,,M,,released untagged,,32.9922,-79.5299,Bulls Bay-mid
20160262,10,BB-102,8/16/2016,random gillnet,14:38,40,early flood,5,SW,20.00%,32,31.3,31.6,6.9,,,,Atlantic sharpnose shark,1,,374,464,,M,,released untagged,,32.9813,-79.5259,Bulls Bay-mid
20160262,10,BB-102,8/16/2016,random gillnet,14:38,40,early flood,5,SW,20.00%,32,31.3,31.6,6.9,,,,Atlantic sharpnose shark,2,,373,462,,M,,released untagged,,32.9813,-79.5259,Bulls Bay-mid
20160263,1,BB-FFC,8/18/2016,large gillnet (index),8:40,26,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,1,62016,481,604,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160263,1,BB-FFC,8/18/2016,large gillnet (index),8:40,26,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,2,62017,505,634,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160263,1,BB-FFC,8/18/2016,large gillnet (index),8:40,26,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,smooth butterfay ray,2,,,204,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160263,1,BB-FFC,8/18/2016,large gillnet (index),8:40,26,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,smooth butterfay ray,3,,,198,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160264,2,BB-FFC,8/18/2016,large gillnet (index),9:18,25,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,1,62019,505,642,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160264,2,BB-FFC,8/18/2016,large gillnet (index),9:18,25,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Atlantic sharpnose shark,1,,388,479,,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160264,2,BB-FFC,8/18/2016,large gillnet (index),9:18,25,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,bonnethead,1,62018,779,969,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160264,2,BB-FFC,8/18/2016,large gillnet (index),9:18,25,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,horseshoe crab,1,,,224,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,1,62020,491,623,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,2,62021,504,634,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,3,62023,536,678,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,4,,507,634,,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,5,62025,489,614,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,6,62026,458,575,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,7,62027,477,596,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,8,62028,510,643,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Atlantic sharpnose shark,1,,347,427,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Atlantic sharpnose shark,2,,362,447,,M,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Carolina hammerhead,1,,431,566,385,F,,sacrificed,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160265,3,BB-FFC,8/18/2016,large gillnet (index),9:55,30,early ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,bonnethead,2,62024,934,1152,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,1,62031,483,610,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,2,62032,504,639,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,3,,517,652,,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Atlantic sharpnose shark,1,,355,434,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Atlantic sharpnose shark,2,,386,477,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Carolina hammerhead,1,,396,521,355,F,,sacrificed,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Carolina hammerhead,2,,395,521,353,M,,sacrificed,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,bonnethead,1,62029,554,710,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,bonnethead,2,62030,843,1049,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160266,4,BB-FFC,8/18/2016,large gillnet (index),10:49,27,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,horseshoe crab,1,,,330,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160267,5,BB-FFC,8/18/2016,large gillnet (index),11:30,28,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,1,,478,602,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160267,5,BB-FFC,8/18/2016,large gillnet (index),11:30,28,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,2,,478,601,,M,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160267,5,BB-FFC,8/18/2016,large gillnet (index),11:30,28,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,finetooth shark,3,62036,501,636,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160267,5,BB-FFC,8/18/2016,large gillnet (index),11:30,28,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,Carolina hammerhead,1,,465,615,417,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160267,5,BB-FFC,8/18/2016,large gillnet (index),11:30,28,mid ebb,6,SW,30.00%,,30.4,31.7,5.4,8,,,bonnethead,1,62034,808,1017,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
